age,income,loan_amount,loan_approved,education,gender,credit_score,employment_status
39.0,64848.68,9248.23,Yes,Bachelors,Male,725.0,Employed
,63474.14,7402.83,Yes,PhD,Male,706.0,Self-Employed
39.0,70477.3,5643.34,Yes,Masters,Female,685.0,Unemployed
59.0,44270.18,15727.19,Yes,Bachelors,Male,667.0,Employed
56.0,65499.9,19674.7,Yes,Masters,Female,816.0,Employed
36.0,99033.15,7858.54,Yes,Bachelors,Female,652.0,Employed
48.0,48149.44,11761.22,Yes,Bachelors,Male,624.0,Employed
44.0,43413.57,20411.37,Yes,PhD,Female,739.0,Employed
,45026.23,13932.25,Yes,Masters,Female,684.0,Employed
28.0,123237.19,14498.07,Yes,Bachelors,Male,705.0,Employed
45.0,79297.04,16901.53,No,Bachelors,Male,651.0,Employed
49.0,64594.69,12784.16,No,Bachelors,Male,740.0,Employed
20.0,71366.41,11111.48,No,Bachelors,Female,734.0,Unemployed
26.0,74552.79,16536.69,No,Masters,Male,768.0,Employed
18.0,57191.0,8093.73,Yes,Bachelors,Female,748.0,Employed
35.0,59655.67,6938.93,Yes,Bachelors,Male,706.0,Employed
45.0,66846.34,11539.78,Yes,Bachelors,Male,639.0,Employed
53.0,55504.9,18560.28,No,Masters,Female,680.0,Employed
39.0,62061.31,20812.33,No,Bachelors,Male,678.0,Employed
54.0,,12625.47,Yes,Bachelors,Male,665.0,Employed
24.0,50056.94,19151.46,Yes,Bachelors,Male,785.0,Employed
,122198.99,21908.52,Yes,Masters,Female,,Employed
37.0,85063.13,15188.76,Yes,Masters,Male,694.0,Unemployed
42.0,44598.31,,No,Masters,Male,760.0,Employed
38.0,20441.93,24332.81,Yes,Masters,Female,733.0,Employed
17.0,56249.93,11476.05,Yes,Masters,Female,691.0,Self-Employed
37.0,83687.21,13791.86,Yes,Bachelors,Male,725.0,Self-Employed
25.0,79809.4,23002.55,Yes,Masters,Male,622.0,Employed
,67783.03,10298.86,Yes,Bachelors,Female,641.0,Employed
42.0,57971.15,15777.6,Yes,High School,Female,741.0,Unemployed
29.0,51917.37,11858.58,Yes,Bachelors,Female,767.0,Employed
33.0,61948.34,21818.53,No,Masters,Male,765.0,Self-Employed
27.0,49752.4,9076.01,Yes,High School,Male,667.0,Self-Employed
37.0,62022.44,14664.28,No,Bachelors,Female,764.0,Employed
48.0,96619.02,9765.19,No,Bachelors,Female,753.0,Employed
28.0,54575.2,7667.21,Yes,Bachelors,Female,743.0,Employed
43.0,82217.63,5509.48,Yes,Bachelors,Female,713.0,Employed
33.0,85268.48,14176.66,Yes,Bachelors,Male,694.0,Self-Employed
30.0,48407.97,17418.26,Yes,High School,Female,757.0,Employed
37.0,53132.56,15091.6,No,High School,Male,760.0,Unemployed
28.0,91378.87,16173.04,Yes,Bachelors,Male,710.0,Employed
32.0,51484.72,12827.99,Yes,High School,Female,741.0,Self-Employed
26.0,68850.29,19921.89,Yes,Masters,Male,743.0,Self-Employed
58.0,110799.68,18638.99,Yes,Masters,Male,715.0,Employed
38.0,89596.65,15627.63,No,High School,Female,685.0,Self-Employed
31.0,71704.61,16027.18,Yes,Bachelors,Female,724.0,Employed
40.0,86814.61,12671.11,Yes,Bachelors,Male,763.0,Employed
37.0,68881.56,24727.14,No,Bachelors,Male,677.0,Employed
36.0,90364.64,19041.05,Yes,High School,Male,778.0,Unemployed
44.0,29074.69,14485.95,Yes,Masters,Female,683.0,Self-Employed
46.0,67214.68,14136.87,Yes,Masters,Male,811.0,Employed
33.0,28273.2,13051.48,Yes,High School,Female,760.0,Employed
32.0,73227.1,13506.65,No,PhD,Male,698.0,Employed
35.0,65276.44,16232.0,Yes,High School,Male,652.0,Employed
15.0,97214.6,6466.65,Yes,Masters,Female,693.0,Unemployed
23.0,84236.55,13754.46,No,Masters,Female,705.0,Employed
52.0,59478.25,14344.52,Yes,Masters,Male,703.0,Employed
54.0,61875.67,14958.44,No,Bachelors,Female,686.0,Employed
36.0,77613.93,15873.06,Yes,Masters,Male,722.0,Employed
44.0,58548.79,15159.41,Yes,Bachelors,Male,715.0,Unemployed
41.0,69352.54,17025.5,Yes,Bachelors,Male,681.0,Employed
69.0,96333.96,14325.16,Yes,High School,Female,773.0,Employed
49.0,53417.4,19940.02,Yes,Bachelors,Female,776.0,Self-Employed
37.0,61046.51,18289.16,Yes,Bachelors,Male,721.0,Employed
28.0,63851.35,26229.69,Yes,High School,Male,767.0,Employed
22.0,133161.47,18508.7,No,Bachelors,Male,752.0,Employed
40.0,82164.85,11274.17,Yes,Masters,Female,690.0,Employed
30.0,92641.37,14216.08,Yes,Masters,Female,742.0,Employed
24.0,85362.51,12463.46,No,Bachelors,Male,676.0,Employed
32.0,86707.88,15039.83,Yes,High School,Male,673.0,Employed
27.0,79471.47,20489.32,No,High School,Female,750.0,Self-Employed
55.0,77305.38,13380.75,No,Bachelors,Female,746.0,Self-Employed
47.0,40985.11,12157.43,Yes,Bachelors,Male,743.0,Self-Employed
38.0,77157.29,17581.44,No,High School,Female,727.0,Employed
53.0,67833.13,10923.69,Yes,Masters,Female,634.0,Employed
39.0,80909.14,10628.37,Yes,High School,Male,645.0,Self-Employed
29.0,68582.82,16909.87,No,Masters,Male,739.0,Employed
53.0,85263.29,6042.24,Yes,High School,Female,757.0,Employed
43.0,88798.65,12586.39,Yes,Masters,Male,684.0,Self-Employed
28.0,11756.8,19279.18,Yes,PhD,Female,805.0,Unemployed
36.0,,5832.0,No,Masters,Male,688.0,Employed
29.0,32852.26,6195.71,No,Bachelors,Female,779.0,Unemployed
24.0,74778.89,7830.07,Yes,Masters,Female,637.0,Self-Employed
47.0,63985.83,1344.14,No,PhD,Male,678.0,Employed
57.0,97116.57,24483.33,No,Masters,Female,737.0,Employed
24.0,74144.89,15602.42,Yes,Bachelors,Male,704.0,Employed
44.0,60289.4,11647.72,Yes,Masters,Male,,Employed
31.0,88771.43,8549.23,No,Bachelors,Male,733.0,Employed
33.0,63635.95,26006.07,Yes,High School,Male,792.0,Self-Employed
32.0,60040.05,18275.09,Yes,High School,Female,695.0,Employed
29.0,77872.51,14358.07,No,PhD,Female,665.0,Employed
38.0,102259.43,21097.6,Yes,PhD,Female,709.0,Employed
30.0,87071.04,16943.8,Yes,High School,Male,700.0,Self-Employed
41.0,81338.62,12490.1,Yes,Bachelors,Male,686.0,Self-Employed
37.0,125018.97,11967.94,Yes,Bachelors,Male,677.0,Self-Employed
36.0,55351.8,12048.0,Yes,High School,Female,648.0,Employed
29.0,54905.64,9919.89,No,High School,Male,785.0,Employed
32.0,72911.39,20557.88,Yes,PhD,Female,646.0,Self-Employed
46.0,100300.53,12410.09,Yes,Bachelors,Female,716.0,Unemployed
43.0,51166.28,,Yes,Bachelors,Female,726.0,Self-Employed
28.0,105091.45,10856.57,Yes,Bachelors,Male,738.0,Employed
39.0,41217.55,12004.9,No,Bachelors,Male,718.0,Unemployed
46.0,67575.64,12737.93,No,Bachelors,Female,648.0,Employed
21.0,73469.31,10504.62,Yes,Masters,Female,680.0,Employed
43.0,52347.36,12067.86,No,High School,Female,717.0,Employed
31.0,57575.31,,Yes,Bachelors,Female,720.0,Self-Employed
44.0,85932.61,21009.96,Yes,High School,Female,660.0,Self-Employed
30.0,98831.11,16495.33,No,PhD,Male,751.0,Self-Employed
20.0,27707.79,9046.59,Yes,PhD,Male,675.0,Self-Employed
22.0,73604.73,12002.49,No,Masters,Male,804.0,Employed
38.0,67733.82,12106.9,Yes,Bachelors,Male,624.0,Self-Employed
41.0,72147.93,23502.53,Yes,Bachelors,Male,747.0,Employed
29.0,63664.67,19927.78,Yes,Bachelors,Male,727.0,Employed
44.0,44190.26,21071.05,Yes,Bachelors,Female,711.0,Employed
21.0,100845.94,11455.24,No,Masters,Male,751.0,Self-Employed
,93186.59,8632.74,No,Masters,Female,684.0,Employed
26.0,67920.22,17866.89,Yes,Bachelors,Female,704.0,Employed
31.0,60233.74,12698.94,Yes,PhD,Female,665.0,Employed
38.0,57811.19,16457.93,Yes,PhD,Female,787.0,Employed
29.0,18286.94,17062.34,Yes,Bachelors,Female,693.0,Employed
34.0,77076.4,13024.44,Yes,Masters,Male,691.0,Employed
,85606.47,20020.55,Yes,Masters,Female,785.0,Unemployed
32.0,72758.04,7698.0,Yes,Masters,Male,635.0,Employed
46.0,68273.27,15546.98,Yes,High School,Female,803.0,Employed
27.0,72667.67,18392.45,No,Bachelors,Female,715.0,Employed
43.0,52935.48,23511.33,No,High School,Female,771.0,Self-Employed
52.0,60008.9,15674.07,No,Masters,Female,746.0,Self-Employed
13.0,66673.34,21287.14,Yes,High School,Female,,Employed
30.0,83933.53,20958.8,Yes,PhD,Female,753.0,Employed
44.0,97577.17,26684.01,No,PhD,Male,666.0,Employed
36.0,65417.04,16618.67,Yes,Bachelors,Female,708.0,Unemployed
42.0,49104.29,25260.4,Yes,Bachelors,Male,805.0,Self-Employed
32.0,70712.94,19050.33,Yes,High School,Female,,Employed
39.0,110229.82,7329.31,Yes,Bachelors,Female,776.0,Employed
36.0,50843.87,15143.68,Yes,PhD,Female,672.0,Unemployed
50.0,87716.81,10417.24,Yes,Bachelors,Female,794.0,Employed
,96719.21,22651.28,Yes,Bachelors,Female,714.0,Employed
41.0,62799.7,15842.89,Yes,Masters,Female,742.0,Employed
34.0,55985.51,8402.23,Yes,Masters,Female,715.0,Self-Employed
33.0,81499.13,19413.86,Yes,Masters,Male,721.0,Employed
34.0,77064.34,21607.75,Yes,Masters,Male,652.0,Unemployed
42.0,83895.48,12984.13,Yes,PhD,Female,694.0,Employed
34.0,111474.19,12764.8,Yes,Bachelors,Female,684.0,Employed
41.0,73340.93,16008.34,Yes,High School,Female,655.0,Employed
59.0,46155.5,5946.6,Yes,Bachelors,Male,724.0,Self-Employed
47.0,71332.8,18548.6,No,High School,Male,790.0,Employed
35.0,74831.14,,Yes,High School,Male,675.0,Employed
50.0,95343.37,11746.53,Yes,Masters,Female,804.0,Employed
34.0,66064.71,24215.3,Yes,Bachelors,Female,713.0,Employed
,61818.64,19974.12,Yes,Masters,Female,697.0,Employed
28.0,42576.12,14614.89,No,Bachelors,Male,707.0,Self-Employed
19.0,80948.26,18174.18,No,High School,Male,832.0,Employed
34.0,136964.14,22988.44,Yes,Masters,Female,739.0,Employed
38.0,65548.18,15709.09,Yes,Bachelors,Female,739.0,Self-Employed
55.0,79039.1,16962.86,Yes,High School,Female,751.0,Self-Employed
41.0,59043.34,12322.61,No,Masters,Male,654.0,Self-Employed
36.0,44374.3,14400.62,Yes,Bachelors,Female,775.0,Employed
46.0,78684.72,18504.0,Yes,High School,Male,679.0,Self-Employed
16.0,70563.77,14098.24,No,Masters,Male,672.0,Employed
40.0,22288.92,12482.81,Yes,High School,Male,697.0,Employed
46.0,102200.57,20754.93,No,Bachelors,Female,708.0,Employed
23.0,78319.29,17412.52,No,Bachelors,Male,720.0,Employed
49.0,71477.91,12599.43,Yes,Bachelors,Female,705.0,Self-Employed
,61560.46,23764.01,No,PhD,Female,692.0,Self-Employed
34.0,78105.88,25568.08,Yes,Masters,Female,687.0,Employed
44.0,79027.92,20073.0,No,Bachelors,Male,722.0,Unemployed
61.0,78026.43,9026.72,Yes,High School,Female,632.0,Employed
40.0,,17035.18,Yes,Bachelors,Female,721.0,Self-Employed
40.0,95905.42,17943.1,Yes,Bachelors,Male,784.0,Employed
33.0,110111.86,7075.19,Yes,High School,Female,735.0,Self-Employed
30.0,53263.16,20960.35,Yes,Bachelors,Male,757.0,Employed
46.0,58531.57,16045.8,Yes,High School,Female,789.0,Employed
29.0,77223.64,20612.87,No,High School,Male,751.0,Employed
39.0,54418.18,13472.32,No,Masters,Male,691.0,Self-Employed
33.0,57639.7,17421.1,No,Bachelors,Male,695.0,Employed
43.0,79504.59,17659.55,Yes,Masters,Male,726.0,Self-Employed
41.0,88016.85,15942.94,Yes,Bachelors,Male,,Self-Employed
48.0,95518.56,17456.92,No,Bachelors,Male,846.0,Self-Employed
33.0,66147.71,14314.46,Yes,Masters,Female,720.0,Employed
35.0,79263.06,9084.81,Yes,Bachelors,Male,795.0,Employed
28.0,74855.15,4791.56,Yes,Bachelors,Female,712.0,Self-Employed
34.0,70353.15,11913.25,Yes,Masters,Male,724.0,Employed
42.0,53679.82,18954.07,Yes,Masters,Female,718.0,Employed
46.0,51135.78,9805.78,Yes,Masters,Female,784.0,Self-Employed
29.0,83333.5,,Yes,Bachelors,Female,844.0,Employed
47.0,53343.61,21955.93,Yes,High School,Male,647.0,Employed
52.0,34461.62,17363.59,No,Masters,Male,708.0,Unemployed
42.0,69364.77,14170.22,No,High School,Male,741.0,Employed
57.0,99104.81,20123.54,Yes,Bachelors,Male,633.0,Employed
30.0,14102.99,20785.09,Yes,PhD,Female,689.0,Employed
26.0,64233.39,13874.46,Yes,Masters,Female,741.0,Employed
,83504.3,15424.06,No,Masters,Female,695.0,Self-Employed
53.0,33530.07,10932.52,No,PhD,Male,721.0,Employed
45.0,65733.34,16431.0,Yes,Masters,Male,745.0,Self-Employed
37.0,47210.86,4665.21,Yes,Bachelors,Female,694.0,Self-Employed
41.0,49856.44,13537.32,No,Masters,Female,672.0,Employed
27.0,61951.64,10733.87,No,Bachelors,Male,671.0,Unemployed
62.0,47537.04,14559.58,Yes,Bachelors,Male,608.0,Employed
39.0,45873.99,11023.98,Yes,Bachelors,Male,747.0,Employed
39.0,68815.36,5434.61,Yes,Bachelors,Male,712.0,Self-Employed
45.0,114542.78,11730.55,Yes,PhD,Male,781.0,Employed
43.0,85154.87,12621.64,Yes,Bachelors,Male,752.0,Employed
40.0,90210.66,20326.15,No,High School,Female,724.0,Unemployed
30.0,85945.25,11794.63,Yes,Masters,Female,738.0,Self-Employed
43.0,56049.73,10762.38,Yes,Bachelors,Female,,Employed
57.0,76216.64,9040.54,No,High School,Male,738.0,Employed
51.0,91953.89,20712.75,Yes,Masters,Female,710.0,Employed
54.0,,13884.92,Yes,PhD,Male,684.0,Employed
33.0,73891.02,16361.64,Yes,High School,Male,699.0,Employed
28.0,80400.93,7281.07,Yes,PhD,Female,753.0,Employed
37.0,119257.48,6225.79,Yes,Bachelors,Male,692.0,Employed
39.0,,10490.62,No,Masters,Male,708.0,Employed
49.0,63696.81,23116.12,Yes,PhD,Male,749.0,Employed
21.0,68519.26,9542.96,Yes,High School,Female,707.0,Employed
53.0,48916.97,11869.42,Yes,Masters,Male,729.0,Employed
36.0,116940.72,15064.56,Yes,Bachelors,Female,715.0,Employed
34.0,,11874.21,No,High School,Male,775.0,Employed
28.0,71664.26,17392.32,No,PhD,Male,729.0,Employed
21.0,113616.4,10844.61,Yes,PhD,Male,638.0,Employed
46.0,82648.0,9494.94,Yes,High School,Male,760.0,Employed
39.0,61383.07,28589.13,No,Masters,Female,688.0,Employed
25.0,88129.05,10316.2,Yes,PhD,Male,694.0,Unemployed
25.0,77972.87,18975.81,No,High School,Male,709.0,Unemployed
35.0,86757.14,10288.81,Yes,PhD,Male,830.0,Employed
55.0,42618.16,7295.26,Yes,Masters,Male,746.0,Employed
35.0,53793.72,14548.71,Yes,Bachelors,Female,816.0,Employed
23.0,99769.42,8295.48,Yes,Bachelors,Male,723.0,Employed
36.0,103862.75,13034.27,Yes,PhD,Male,757.0,Employed
35.0,98302.25,11020.77,Yes,Masters,Male,810.0,Self-Employed
11.0,114372.94,21259.26,No,Bachelors,Male,761.0,Employed
37.0,81547.37,7290.31,Yes,Bachelors,Female,741.0,Employed
36.0,80141.67,18379.43,Yes,Bachelors,Male,652.0,Employed
45.0,51735.86,16425.53,No,Bachelors,Male,669.0,Employed
56.0,58389.37,13854.58,Yes,Bachelors,Male,735.0,Employed
49.0,30234.78,11209.22,Yes,PhD,Female,771.0,Employed
35.0,63570.28,15861.38,Yes,Masters,Male,713.0,Unemployed
27.0,28829.48,16126.43,Yes,Masters,Male,754.0,Self-Employed
64.0,91619.32,16968.74,Yes,Masters,Female,678.0,Employed
39.0,77767.98,13654.33,Yes,High School,Male,688.0,Employed
38.0,29476.62,9274.89,Yes,Masters,Female,744.0,Self-Employed
38.0,66202.73,19392.32,No,PhD,Female,723.0,Employed
40.0,109353.11,14982.79,Yes,Masters,Female,701.0,Unemployed
37.0,67486.68,11935.59,No,Bachelors,Female,693.0,Employed
32.0,50032.58,9992.01,Yes,PhD,Female,645.0,Employed
33.0,34289.95,19612.34,Yes,Masters,Female,719.0,Employed
38.0,34887.07,21921.79,Yes,Masters,Male,647.0,Employed
33.0,80711.6,17876.69,Yes,Bachelors,Female,705.0,Employed
31.0,61322.55,18212.25,Yes,High School,Male,712.0,Employed
39.0,62980.12,20861.92,No,Masters,Male,791.0,Self-Employed
35.0,61405.07,13190.71,No,High School,Male,667.0,Employed
53.0,67195.2,25670.51,Yes,PhD,Male,744.0,Employed
11.0,45456.74,9702.15,Yes,PhD,Female,729.0,Unemployed
49.0,76322.1,13783.18,No,Bachelors,Male,667.0,Employed
50.0,41545.88,11142.21,Yes,High School,Male,723.0,Employed
17.0,54883.15,15317.94,No,Bachelors,Female,654.0,Employed
35.0,90216.55,23654.56,Yes,Bachelors,Female,723.0,Self-Employed
34.0,77524.1,13807.97,Yes,Bachelors,Female,,Employed
24.0,83713.64,17107.92,No,Bachelors,Female,764.0,Employed
30.0,113007.77,459.29,Yes,Masters,Female,684.0,Employed
27.0,68806.92,17138.45,Yes,Masters,Female,609.0,Unemployed
56.0,70429.21,19992.36,Yes,High School,Male,691.0,Unemployed
47.0,64713.58,15614.71,No,Bachelors,Male,751.0,Employed
51.0,61131.72,9668.5,No,Bachelors,Male,727.0,Unemployed
45.0,49788.18,8997.67,Yes,Bachelors,Male,691.0,Employed
27.0,71681.3,12227.31,No,Bachelors,Male,781.0,Self-Employed
33.0,77100.97,8955.81,Yes,Bachelors,Male,706.0,Employed
43.0,78215.41,22879.98,Yes,Masters,Male,759.0,Unemployed
26.0,71287.28,17337.5,Yes,PhD,Female,721.0,Employed
45.0,88523.42,22223.41,Yes,Bachelors,Male,754.0,Employed
36.0,70588.73,13554.49,No,High School,Male,758.0,Employed
34.0,61813.96,11177.44,Yes,Masters,Female,787.0,Employed
45.0,51460.24,11485.36,No,High School,Male,681.0,Employed
42.0,39020.5,12688.98,No,Masters,Female,749.0,Employed
34.0,99208.3,12528.26,Yes,Masters,Male,658.0,Employed
50.0,56018.91,21108.96,Yes,PhD,Male,748.0,Employed
27.0,51486.66,19568.23,Yes,Bachelors,Male,636.0,Employed
44.0,61649.24,16354.39,Yes,PhD,Male,816.0,Employed
44.0,64432.22,6701.31,Yes,PhD,Male,737.0,Employed
35.0,102770.25,16475.28,No,Bachelors,Female,731.0,Employed
,63437.06,13446.02,Yes,Bachelors,Male,638.0,Employed
25.0,122667.67,22031.18,Yes,Bachelors,Female,771.0,Employed
,71273.94,19477.16,Yes,Masters,Female,782.0,Self-Employed
36.0,111140.56,15710.81,No,Masters,Female,709.0,Self-Employed
33.0,87878.59,4511.53,Yes,PhD,Female,698.0,Employed
48.0,77220.75,14319.52,Yes,Masters,Female,701.0,Employed
31.0,101556.96,11733.48,Yes,Masters,Male,806.0,Unemployed
24.0,92444.6,17026.7,Yes,Masters,Female,715.0,Employed
22.0,82693.58,9289.39,Yes,Bachelors,Male,728.0,Employed
44.0,116351.88,16311.71,No,Bachelors,Male,768.0,Employed
25.0,60032.15,3909.19,No,PhD,Female,598.0,Employed
56.0,50101.73,,Yes,Bachelors,Male,716.0,Employed
17.0,56475.39,10600.73,Yes,High School,Female,706.0,Employed
55.0,105045.46,12269.09,Yes,Bachelors,Female,728.0,Employed
40.0,99015.2,16944.58,No,High School,Female,760.0,Unemployed
37.0,59494.76,6724.74,Yes,Bachelors,Male,769.0,Employed
33.0,22906.97,11794.12,Yes,Bachelors,Female,,Self-Employed
42.0,65883.1,11921.3,Yes,Masters,Male,713.0,Unemployed
38.0,49734.71,18439.99,Yes,Bachelors,Female,721.0,Employed
49.0,60121.28,14041.38,Yes,Bachelors,Female,758.0,Employed
39.0,48911.82,10163.12,Yes,Masters,Male,777.0,Employed
40.0,37809.24,9605.85,Yes,Masters,Female,650.0,Employed
34.0,107664.09,12236.11,Yes,Masters,Female,739.0,Self-Employed
37.0,56326.64,6757.92,Yes,PhD,Male,710.0,Employed
41.0,98253.36,23129.38,Yes,PhD,Female,822.0,Employed
21.0,65572.58,14978.21,No,PhD,Male,665.0,Unemployed
25.0,47383.92,10432.26,Yes,PhD,Female,662.0,Employed
45.0,80181.37,9727.68,Yes,Bachelors,Female,690.0,Self-Employed
40.0,62178.86,8963.41,No,Masters,Female,750.0,Employed
36.0,,16855.89,Yes,Masters,Male,750.0,Employed
38.0,72898.12,6733.11,No,Bachelors,Male,693.0,Self-Employed
41.0,53755.74,14110.05,No,High School,Female,771.0,Employed
33.0,37577.27,17868.12,Yes,Masters,Male,698.0,Employed
30.0,68974.61,12070.21,Yes,Masters,Female,763.0,Self-Employed
40.0,89278.35,9940.64,Yes,High School,Male,650.0,Employed
28.0,51968.17,19188.49,No,Masters,Male,672.0,Employed
42.0,73079.25,9340.33,No,High School,Female,699.0,Self-Employed
21.0,100110.14,13611.56,Yes,High School,Female,717.0,Employed
48.0,68204.7,15576.1,Yes,Masters,Male,678.0,Employed
43.0,71721.89,11979.35,Yes,Bachelors,Female,677.0,Employed
41.0,71104.25,9008.08,Yes,Masters,Female,743.0,Employed
48.0,56353.11,12207.45,Yes,High School,Female,761.0,Employed
55.0,50132.91,16701.63,Yes,Masters,Male,681.0,Employed
48.0,50214.75,11357.24,Yes,Bachelors,Male,653.0,Employed
20.0,77363.66,17274.81,No,Bachelors,Female,725.0,Self-Employed
25.0,85157.45,13723.86,Yes,Bachelors,Female,743.0,Employed
32.0,86101.64,11974.71,No,High School,Male,668.0,Employed
38.0,62429.14,11372.9,Yes,Bachelors,Male,804.0,Self-Employed
43.0,91866.17,16160.33,No,Masters,Male,676.0,Employed
31.0,76147.28,20634.73,Yes,Bachelors,Female,707.0,Self-Employed
40.0,71414.84,15609.22,Yes,PhD,Female,708.0,Employed
30.0,3212.87,10176.22,Yes,Masters,Female,679.0,Employed
32.0,53651.81,20465.86,Yes,Bachelors,Male,811.0,Self-Employed
24.0,39578.04,10573.83,Yes,Bachelors,Male,673.0,Self-Employed
29.0,82541.47,,Yes,Masters,Male,807.0,Self-Employed
24.0,71900.67,14195.72,Yes,Bachelors,Female,705.0,Employed
28.0,48560.27,10607.91,Yes,Bachelors,Male,705.0,Employed
49.0,76087.25,17793.77,Yes,Bachelors,Female,688.0,Employed
29.0,41530.15,13442.83,No,Bachelors,Male,754.0,Employed
64.0,49124.74,17214.27,No,High School,Male,819.0,Employed
43.0,55795.57,15460.02,No,Masters,Male,692.0,Employed
40.0,80802.73,8104.12,Yes,PhD,Female,705.0,Employed
29.0,97988.83,14649.63,Yes,Bachelors,Female,793.0,Employed
45.0,58279.83,17507.04,Yes,Masters,Male,664.0,Employed
32.0,96449.17,15562.57,No,High School,Female,681.0,Employed
39.0,70948.07,21279.2,Yes,Bachelors,Male,788.0,Employed
64.0,74722.76,16559.39,No,Bachelors,Male,741.0,Unemployed
37.0,68723.91,13790.47,Yes,Masters,Male,677.0,Self-Employed
49.0,66053.72,16051.27,No,Masters,Female,751.0,Employed
31.0,78786.0,,Yes,PhD,Male,643.0,Employed
38.0,84806.42,16802.47,Yes,Masters,Male,774.0,Employed
56.0,52307.77,16795.6,Yes,Bachelors,Female,622.0,Employed
32.0,66213.99,8806.19,No,Bachelors,Male,669.0,Employed
56.0,103385.5,18862.98,Yes,High School,Male,739.0,Employed
45.0,73543.77,26167.35,Yes,Bachelors,Female,657.0,Employed
32.0,75733.88,17730.0,Yes,Masters,Male,721.0,Self-Employed
44.0,93345.37,4849.79,No,High School,Female,748.0,Self-Employed
48.0,59975.11,12866.08,Yes,Bachelors,Female,683.0,Self-Employed
44.0,69320.79,8602.96,Yes,High School,Female,714.0,Employed
22.0,86336.9,13541.01,No,Bachelors,Male,762.0,Employed
31.0,94778.04,18429.73,Yes,Bachelors,Female,742.0,Unemployed
36.0,22697.13,11408.6,No,Bachelors,Female,796.0,Employed
37.0,55266.62,24423.52,Yes,High School,Male,678.0,Employed
44.0,50032.69,596.38,No,Bachelors,Female,670.0,Self-Employed
40.0,67523.5,13759.47,Yes,Masters,Male,786.0,Employed
25.0,51546.54,16896.33,No,Masters,Female,739.0,Employed
42.0,83282.11,8902.8,Yes,High School,Male,707.0,Employed
44.0,73448.21,9560.84,No,High School,Male,691.0,Employed
44.0,,18781.44,No,Bachelors,Male,761.0,Self-Employed
49.0,89060.16,24641.99,Yes,PhD,Female,701.0,Employed
46.0,83581.72,25230.16,Yes,Bachelors,Female,759.0,Employed
